N;P;K;temperature;humidity;ph;rainfall;label
129;47;20;2.441.212.325;8.080.343.786;6.281.913.858;9.860.457.373;cotton
116;52;19;2.294.276.687;7.537.170.612;6.114.525.877;6.708.022.574;cotton
114;40;23;2.553.676.123;8.113.668.716;6.753.978.061;954.262.599;cotton
131;60;17;2.532.023.717;8.179.475.917;7.425.041.316;8.346.532.547;cotton
107;43;18;22.426.733;8.153.480.799;6.745.104.394;6.554.475.812;cotton
123;44;21;2.578.544.484;7.500.539.324;7.641.116.569;9.139.578.861;cotton
112;49;25;2.568.959.532;7.790.621.048;6.470.135.478;6.619.426.787;cotton
119;44;15;2.214.593.688;828.597.549;7.091.992.365;6.065.381.719;cotton
130;59;19;2.507.278.712;8.250.257.909;6.520.403.794;9.351.042.684;cotton
127;53;24;2.221.506.982;7.617.851.932;6.127.939.628;7.040.557.612;cotton
134;52;18;239.643.129;7.659.175.937;7.994.679.507;7.613.090.645;cotton
109;36;18;2.540.059.227;7.653.237.965;7.524.707.577;625.138.867;cotton
100;48;17;237.805.123;8.303.878.838;7.827.877.818;6.626.555.904;cotton
132;52;19;2.416.402.322;767.433.897;6.436.691.764;6.194.626.051;cotton
102;37;25;2.531.468.463;7.791.757.121;5.907.930.899;7.282.902.109;cotton
111;39;22;2.260.361.557;803.509.046;6.135.025.006;8.857.395.505;cotton
117;51;15;229.535.715;7.871.555.832;6.044.556.594;9.975.336.197;cotton
136;36;24;2.274.446.976;8.041.198.458;759.781.958;9.007.326.633;cotton
134;56;18;2.380.834.611;8.391.902.605;6.691.268.104;7.097.358.303;cotton
112;54;15;2.546.228.792;8.156.641.891;6.175.492.306;7.688.582.484;cotton
105;56;15;2.596.779.712;8.197.904.282;7.272.316.209;7.414.169.043;cotton
140;45;15;255.308.271;8.004.662.756;5.801.047.545;9.939.557.151;cotton
126;46;25;2.443.847.399;8.169.801.729;6.757.457.943;6.079.645.852;cotton
106;49;24;2.303.887.865;7.647.039.772;6.983.395.573;9.064.770.699;cotton
121;53;19;2.351.308.653;7.672.621.429;7.976.889.498;8.011.272.117;cotton
108;60;17;2.275.805.656;7.675.768.356;6.558.902.588;9.776.600.619;cotton
116;56;17;2.471.252.544;777.293.114;7.979.090.365;8.524.963.302;cotton
100;52;19;2.345.969.093;8.244.777.468;7.903.528.673;9.350.153.555;cotton
129;43;16;255.503.704;7.785.055.621;673.210.948;7.858.488.484;cotton
118;44;23;2.208.458.267;8.282.904.143;6.691.690.476;6.706.459.777;cotton
117;43;25;2.468.854.799;7.851.206.972;7.839.849.298;6.931.153.566;cotton
126;37;21;2.584.997.269;8.416.855.231;661.448.588;7.703.421.249;cotton
120;48;16;2.246.054.478;7.540.989.245;7.456.971.816;7.185.436.078;cotton
102;45;16;2.365.629.976;7.752.425.987;72.942.193;748.984.994;cotton
131;56;20;2.200.817.088;8.183.896.111;7.762.647.875;9.223.645.249;cotton
114;40;17;2.432.630.461;8.013.456.404;6.363.406.102;6.945.072.055;cotton
101;37;18;2.292.360.984;8.268.738.535;763.737.841;9.291.915.074;cotton
106;46;20;2.343.821.725;7.863.388.824;6.200.671.976;8.115.072.105;cotton
113;38;20;2.210.718.988;7.858.320.116;6.364.729.934;7.494.136.567;cotton
102;53;21;2.303.814.028;7.611.021.529;6.913.678.684;9.149.697.481;cotton
110;39;18;2.454.795.322;7.539.752.705;7.766.259.769;6.388.079.866;cotton
107;58;15;2.373.868.041;7.577.503.808;755.606.399;7.663.669.195;cotton
120;60;15;2.231.871.914;8.386.129.998;7.288.377.241;6.535.747.011;cotton
91;21;26;2.633.377.983;5.736.469.955;7.261.313.694;1.916.549.412;coffee
107;21;26;2.645.288.458;5.532.222.678;7.235.070.264;1.446.861.336;coffee
83;38;35;2.570.822.684;5.288.667.115;718.915.558;1.367.325.092;coffee
108;24;31;2.412.832.546;5.618.107.663;6.431.899.748;1.472.757.818;coffee
116;28;34;2.344.372.334;6.039.523.266;642.321.105;1.222.103.248;coffee
116;23;25;234.123.707;5.226.994.674;6.869.720.196;1.393.670.753;coffee
109;31;27;2.305.951.896;5.040.609.436;6.973.839.707;1.644.971.875;coffee
89;25;34;2.307.895.447;6.365.861.483;7.184.801.627;1.298.765.443;coffee
118;18;32;276.496.114;5.111.044.023;6.351.823.783;1.228.392.822;coffee
111;32;34;2.546.743.689;6.935.161.206;6.392.048.018;1.713.764.462;coffee
84;36;28;267.350.622;5.555.164.819;6.119.892.347;1.406.305.213;coffee
85;33;25;2.620.811.417;5.250.987.966;6.910.823.945;1.890.944.824;coffee
99;15;27;270.424.167;5.727.927.475;6.501.157.208;1.656.872.119;coffee
81;30;31;2.465.090.184;5.193.952.357;7.027.585.559;1.351.386.537;coffee
95;39;29;2.735.152.643;5.599.375.012;713.411.409;1.489.812.525;coffee
81;34;30;2.517.787.724;6.226.244.581;6.647.765.997;1.350.119.649;coffee
80;15;28;2.311.438.731;6.800.096.043;6.703.270.635;1.618.944.624;coffee
104;20;26;2.722.783.677;5.295.261.751;7.493.191.968;1.757.260.273;coffee
109;29;28;2.326.316.991;605.160.021;6.724.688.503;1.941.755.471;coffee
100;32;26;25.234.661;5.753.161.469;6.043.485.685;1.242.261.737;coffee
100;24;28;2.559.535.262;5.772.920.846;7.101.661.011;1.957.733.251;coffee
83;21;28;255.674.832;6.049.244.602;7.466.900.683;1.902.257.843;coffee
120;23;28;2.567.324.193;5.129.043.632;6.877.799.264;1.962.736.367;coffee
104;26;30;2.440.726.724;6.265.692.638;6.410.992.833;1.486.977.358;coffee
108;33;31;2.369.287.069;6.676.090.123;7.393.825.704;1.446.576.424;coffee
91;25;26;2.453.460.016;6.699.765.375;7.482.414.225;1.805.059.257;coffee
86;26;27;2.713.140.403;5.289.368.299;6.081.172.981;1.924.280.381;coffee
98;18;27;2.756.088.634;6.849.299.897;6.516.312.148;1.674.358.075;coffee
111;27;31;2.359.302.313;5.527.564.977;6.043.330.951;1.913.980.675;coffee
84;39;35;2.317.714.381;5.213.864.034;6.959.404.135;1.173.113.562;coffee
98;27;27;2.471.384.065;5.129.142.534;7.238.109.556;1.976.439.711;coffee
118;21;34;2.438.534.644;6.472.543.073;7.234.258.375;1.196.324.109;coffee
103;27;31;2.715.998.538;5.159.100.753;6.691.541.233;1.261.752.206;coffee
82;24;33;2.653.543.168;6.709.608.099;6.809.593.554;1.206.494.434;coffee
86;31;35;2.701.207.284;6.076.645.256;6.485.761.419;1.914.508.931;coffee
88;35;35;2.755.906.475;5.845.742.907;6.784.460.602;1.179.389.993;coffee
84;27;29;2.332.293.161;5.300.366.334;7.167.092.586;1.682.644.287;coffee
120;40;33;2.423.850.608;5.430.329.632;673.410.539;1.151.564.012;coffee
106;40;30;2.342.611.644;6.410.651.528;6.779.984.384;1.226.847.408;coffee
113;21;33;2.602.241.444;5.583.288.958;7.277.422.738;1.769.020.924;coffee
117;34;25;2.483.846.178;567.685.316;721.270.048;1.244.135.035;coffee
80;30;25;2.624.092.174;6.564.381.357;7.487.266.991;1.483.771.202;coffee
88;21;27;2.443.011.925;6.602.411.187;7.231.166.546;1.816.368.274;coffee
113;33;34;2.600.373.964;621.445.102;6.559.817.161;153.477.776;coffee
87;23;28;2.622.367.404;6.226.594.559;6.979.590.627;1.937.461.968;coffee
113;15;29;2.709.617.155;6.355.324.262;6.779.230.041;1.902.440.566;coffee
98;29;30;2.564.004.392;6.103.273.481;6.217.974.349;1.994.735.636;coffee
97;29;27;2.774.576.987;5.436.976.075;7.205.078.785;1.398.619.431;coffee
85;35;32;2.624.928.198;5.428.617.819;6.854.011.265;1.331.120.232;coffee
82;29;35;2.667.377.159;5.224.226.285;6.246.872.394;1.561.543.898;coffee
103;33;25;2.710.210.397;557.497.332;6.911.066.044;1.395.013.171;coffee
112;17;28;2.762.975.458;6.126.002.598;6.777.417.989;1.966.492.664;coffee
99;19;33;275.364.547;5.551.673.151;6.273.741.983;1.306.377.143;coffee
120;20;34;2.356.960.509;5.056.339.727;6.906.124.587;1.303.797.119;coffee
114;27;28;2.499.451.759;5.793.250.202;7.162.802.357;1.928.736.822;coffee
100;40;35;2.756.441.788;5.441.094.079;6.955.787.351;177.816.092;coffee
108;35;25;2.398.143.338;6.110.935.084;6.971.963.169;1.615.279.095;coffee
115;31;30;2.422.984.659;6.737.768.353;6.840.927.967;1.224.073.418;coffee
87;28;30;2.560.153.969;6.866.257.977;6.536.676.653;1.688.383.605;coffee
82;24;26;2.431.274.458;5.357.285.558;6.089.443.603;1.844.103.931;coffee
94;26;27;2.636.629.861;5.225.738.495;7.456.460.375;1.773.176.161;coffee
87;28;35;265.602.777;571.621.814;6.759.211.911;1.520.616.227;coffee
118;40;35;2.635.034.208;5.850.650.238;7.460.174.812;1.215.586.297;coffee
87;38;29;2.520.406.808;5.788.370.456;6.652.642.579;1.561.457.255;coffee
92;40;30;2.335.723.208;5.518.792.166;6.026.287.448;1.716.976.946;coffee
97;22;26;2.360.567.546;5.968.849.145;6.074.190.142;1.851.568.059;coffee
99;40;32;2.418.471.151;6.994.807.345;7.045.543.056;1.632.708.732;coffee
89;28;33;2.644.414.097;5.383.876.189;6.993.236.001;1.753.723.314;coffee
112;39;29;2.612.492.233;6.337.479.229;6.726.528.895;1.478.035.305;coffee
111;28;26;2.777.363.343;6.447.858.698;6.937.352.845;1.927.121.236;coffee
114;20;26;2.555.656.667;6.267.087.838;727.905.689;1.935.866.233;coffee
117;26;30;2.792.374.437;6.796.910.852;7.079.850.922;1.152.325.531;coffee
111;29;31;2.605.968.403;5.231.098.539;6.136.286.518;1.613.432.535;coffee
119;30;28;2.635.770.906;6.457.578.034;6.505.203.696;1.636.269.496;coffee
116;40;33;2.491.370.487;5.415.319.242;7.042.089.492;1.295.481.144;coffee
95;37;35;2.731.317.116;684.233.391;6.348.337.519;1.924.288.139;coffee
86;40;33;261.387.869;5.226.311.691;7.432.322.234;1.363.027.766;coffee
117;37;32;231.069.385;6.706.230.539;6.787.658.922;1.625.769.606;coffee
105;18;35;2.352.648.086;6.844.030.686;6.743.417.121;1.718.839.938;coffee
109;23;25;2.511.711.046;6.848.030.408;700.733.163;1.948.773.479;coffee
80;18;31;2.402.952.505;5.884.880.599;7.303.033.217;1.346.803.969;coffee
101;31;26;2.670.897.548;6.971.184.111;6.861.235.184;1.588.608.887;coffee
103;33;33;2.671.717.393;5.050.148.528;7.131.435.858;1.268.073.984;coffee
93;26;27;2.459.245.684;5.646.829.641;7.288.211.994;1.377.044.047;coffee
104;35;28;2.751.006.055;5.066.687.215;6.983.732.393;1.439.955.548;coffee
116;36;25;2.757.847.581;5.852.534.263;6.172.090.205;1.566.810.374;coffee
107;38;29;2.665.069.302;5.756.695.719;635.118.177;145.105.065;coffee
101;33;33;2.697.251.562;620.183.627;6.908.671.379;1.428.610.793;coffee
107;31;31;2.317.124.551;5.297.841.162;6.766.184.468;1.531.201.644;coffee
99;16;30;2.352.652.084;6.544.340.921;6.392.791.654;1.861.728.203;coffee
103;40;30;2.730.901.814;55.196.224;6.348.316.257;1.414.831.644;coffee
118;31;34;2.754.823.036;6.288.179.198;6.123.796.057;1.814.170.812;coffee
106;21;35;25.627.355;5.704.151.119;7.428.523.634;1.885.506.536;coffee
116;38;34;2.329.250.318;5.004.557.009;6.020.947.179;183.468.585;coffee
97;35;26;2.491.461.008;5.374.144.743;6.334.610.249;1.662.549.307;coffee
107;34;32;2.677.463.708;664.132.686;678.006.386;1.777.745.075;coffee
99;15;27;2.741.711.238;5.663.636.248;6.086.922.359;12.792.461;coffee
118;33;30;2.413.179.691;6.722.512.329;6.362.607.851;1.733.228.386;coffee
117;32;34;262.724.184;5.212.739.421;6.758.792.552;1.271.752.928;coffee
104;18;30;2.360.301.571;6.039.647.474;6.779.832.611;1.409.370.415;coffee
90;42;43;2.137.974.371;8.240.274.423;6.802.985.292;6.802.985.292;rice
85;58;41;2.227.046.169;8.071.964.408;7.338.096.361;7.338.096.361;rice
60;55;44;2.350.445.915;827.207.629;8.140.207.144;8.140.207.144;rice
74;35;40;2.699.109.635;8.055.836.264;7.280.400.905;7.280.400.905;rice
78;42;42;2.063.017.482;8.200.487.287;7.928.472.891;7.928.472.891;rice
69;37;42;2.355.804.872;8.377.011.772;7.373.453.503;7.373.453.503;rice
69;55;38;2.320.883.798;8.303.941.394;600.080.568;600.080.568;rice
94;53;40;2.077.774.362;8.329.408.619;6.018.627.178;6.018.627.178;rice
89;54;38;2.501.588.066;839.352.163;6.985.346.424;6.985.346.424;rice
68;58;38;2.372.397.386;8.343.322.691;6.636.253.525;6.636.253.525;rice
91;53;40;2.702.723.513;8.181.753.846;5.686.167.788;5.686.167.788;rice
90;46;42;2.447.898.217;8.185.061.596;780.283.396;780.283.396;rice
78;58;44;2.730.079.604;8.128.684.822;5.408.681.786;5.408.681.786;rice
93;56;36;2.451.497.622;8.245.687.182;728.435.366;728.435.366;rice
94;50;37;2.616.585.205;8.106.385.045;724.801.983;724.801.983;rice
60;48;39;2.478.209.415;8.070.025.587;7.342.299.069;7.342.299.069;rice
85;38;41;2.208.711.777;831.883.708;6.549.050.656;6.549.050.656;rice
91;35;39;2.429.391.957;8.081.817.957;7.270.859.754;7.270.859.754;rice
77;38;36;223.652.524;805.923.008;6.253.933.276;6.253.933.276;rice
88;35;40;2.407.943.626;8.398.760.316;615.393.208;615.393.208;rice
89;45;36;2.182.504.158;8.087.476.396;6.742.475.375;6.742.475.375;rice
76;40;43;2.565.745.531;8.351.713.476;5.370.175.667;5.370.175.667;rice
67;59;41;2.244.766.735;8.137.384.195;6.312.632.591;6.312.632.591;rice
83;41;43;215.525.355;8.307.839.517;6.554.028.451;6.554.028.451;rice
98;47;37;2.398.381.344;8.173.265.073;7.675.482.851;7.675.482.851;rice
66;53;41;255.756.354;8.092.389.148;8.078.915.154;8.078.915.154;rice
97;59;43;2.685.927.159;8.444.403.589;6.586.500.176;6.586.500.176;rice
97;50;41;2.502.922.681;8.094.498.576;7.370.959.995;7.370.959.995;rice
60;49;44;2.127.576.147;8.489.774.397;6.544.841.491;6.544.841.491;rice
84;51;35;2.280.157.427;8.104.416.466;6.343.304.899;6.343.304.899;rice
73;57;41;2.194.653.958;8.534.375.962;6.124.709.117;6.124.709.117;rice
92;35;40;2.267.931.888;8.073.127.223;6.657.389.366;6.657.389.366;rice
85;37;39;2.502.783.742;8.313.685.569;6.664.134.968;6.664.134.968;rice
98;53;38;2.076.707.606;8.203.895.217;531.450.727;531.450.727;rice
88;54;44;262.354.293;8.428.266.234;6.449.410.611;6.449.410.611;rice
95;55;42;2.729.533.926;825.480.873;6.250.660.556;6.250.660.556;rice
99;57;35;2.725.754.171;8.157.734.011;6.260.370.061;6.260.370.061;rice
95;39;36;2.436.330.467;8.355.250.801;5.861.398.642;5.861.398.642;rice
60;43;44;2.151.944.696;8.335.221.726;7.716.245.107;7.716.245.107;rice
71;54;16;2.271.359.953;6.369.070.564;7.749.914.421;8.815.953.857;maize
61;44;17;2.620.018.422;7.157.476.937;8.931.756.558;1.026.662.445;maize
80;43;16;2.365.882.094;7.159.351.368;8.657.964.753;6.711.995.467;maize
73;58;21;2.007.215.954;5.768.272.924;8.596.060.648;6.105.171.481;maize
61;38;20;1.857.891.261;6.269.503.871;7.970.458.434;6.583.835.393;maize
68;41;16;2.187.689.322;5.780.840.636;8.158.830.619;1.024.861.694;maize
93;41;17;257.217.169;6.650.415.474;8.047.906.679;1.058.654.703;maize
89;60;19;2.529.192.419;666.902.901;7.913.664.501;7.846.639.649;maize
76;44;17;2.051.683.147;625.542.482;7.855.442.401;6.567.798.457;maize
67;60;25;2.502.162.194;6.678.627.406;7.750.254.943;1.096.162.279;maize
70;44;19;2.341.689.124;734.541.537;7.852.607.099;9.469.712.821;maize
90;49;21;2.494.016.732;683.584.573;8.472.523.287;7.445.474.936;maize
62;52;16;2.237.526.694;5.884.015.925;8.967.057.762;6.427.020.584;maize
92;44;16;1.897.751.445;6.576.816.093;8.082.973.754;9.516.189.431;maize
66;54;21;2.529.008.683;602.001.687;7.919.045.532;7.252.375.573;maize
63;58;22;1.835.405.352;5.528.220.433;8.204.747.653;6.412.358.154;maize
70;47;17;247.129.118;704.162.444;8.600.827.017;1.045.626.147;maize
61;41;17;252.420.613;6.526.185.135;8.021.902.237;7.708.456.006;maize
66;53;19;2.319.348.056;601.159.381;8.033.550.195;6.589.730.729;maize
91;94;46;3.026.792.366;7.654.900.101;5.149.934.034;9.282.840.911;banana
105;95;50;2.823.368.994;8.397.675.197;4.849.076.099;1.010.494.791;banana
108;92;53;2.830.053.601;8.326.221.306;5.276.800.323;1.049.378;banana
86;76;54;302.159.075;8.041.585.705;4.926.824.754;9.010.978.128;banana
80;77;49;2.695.433.004;7.969.654.531;4.519.088.423;1.132.297.373;banana
93;94;53;2.676.632.408;8.472.379.269;5.079.178.788;1.145.357.503;banana
40;72;77;1.722.498.456;1.728.861.173;7.485.996.067;8.955.123.143;Soyabeans
23;72;84;1.922.061.277;1.743.159.126;6.920.251.378;8.092.698.081;Soyabeans
39;58;85;1.808.776.475;1.570.589.717;5.996.932.037;6.954.932.919;Soyabeans
22;72;85;1.906.805.647;1.595.809.214;6.391.173.589;8.951.048.983;Soyabeans
36;67;77;1.856.952.567;1.986.381.041;7.152.811.172;8.026.357.665;Soyabeans
32;73;81;2.065.078.582;1.570.312.102;5.988.992.796;9.368.373.702;Soyabeans
58;70;84;208.543.203;1.690.820.843;6.231.049.028;756.631.118;Soyabeans
59;70;84;175.348.681;1.904.926.979;7.550.808.267;8.361.734.721;Soyabeans
42;62;75;1.837.912.258;1.920.426.935;7.010.570.541;8.284.997.529;Soyabeans
28;74;81;1.821.272.266;1.860.968.112;8.753.795.334;8.298.568.791;Soyabeans
58;66;79;2.119.373.558;1.963.470.387;8.718.192.847;9.455.280.105;Soyabeans
43;66;79;1.966.233.971;1.552.538.951;7.976.607.593;7.558.565.097;Soyabeans
58;63;81;2.001.344.531;1.499.765.308;6.515.499.549;7.996.514.709;Soyabeans
23;62;85;1.917.424.756;198.161.216;8.490.127.142;817.108.745;Soyabeans
27;62;77;1.839.737.048;1.501.070.537;6.576.415.562;7.118.185.181;Soyabeans
28;72;84;1.892.963.144;1.948.197.264;6.481.783.043;7.258.010.169;Soyabeans
50;56;76;2.119.502.153;201.601.304;7.966.605.025;7.450.734.019;Soyabeans
39;71;84;2.048.155.898;1.669.535.215;8.140.825.437;8.352.339.655;Soyabeans
25;78;76;1.768.042.641;160.559.405;7.228.963.452;6.796.980.581;Soyabeans
31;70;77;2.108.818.675;1.462.313.811;6.492.546.046;9.146.228.334;Soyabeans
26;80;83;1.728.498.521;1.644.565.756;7.528.599.957;7.231.007.253;Soyabeans
25;68;77;2.029.340.593;1.541.279.612;7.701.446.446;8.674.904.898;Soyabeans
31;78;76;1.777.212.145;1.529.927.489;8.519.975.748;9.031.050.665;Soyabeans
60;68;83;1.932.065.218;1.873.475.844;6.620.900.869;8.652.950.164;Soyabeans
59;62;83;1.877.665.902;1.952.008.229;8.104.396.058;7.394.940.441;Soyabeans
22;67;78;1.736.606.398;1.472.457.525;6.204.090.835;7.332.667.516;Soyabeans
36;65;80;184.872.007;1.697.921.616;6.051.091.339;7.587.445.574;Soyabeans
59;60;84;1.923.025.305;1.896.725.565;7.690.962.338;9.570.992.037;Soyabeans
54;77;85;173.418.614;173.662.427;7.829.211.144;8.474.606.679;Soyabeans
43;68;81;1.767.809.436;1.823.253.975;6.761.599.706;7.992.060.234;Soyabeans
2;47;15;2.986.860.065;8.599.127.934;6.401.455.706;5.841.394.143;cowpeas
20;45;22;295.888.162;899.939.693;6.904.587.016;5.496.121.262;cowpeas
2;39;15;2.807.219.563;829.116.472;6.478.557.136;4.961.865.305;cowpeas
27;40;24;2.784.026.517;8.999.615.558;7.063.022.095;5.284.626.009;cowpeas
35;48;15;2.710.818.093;874.512.669;6.981.758.362;5.503.723.979;cowpeas
4;59;25;2.768.515.114;8.194.268.594;6.227.134.139;5.462.243.308;cowpeas
1;48;24;2.934.594.634;8.560.472.562;6.232.836.962;5.903.629.954;cowpeas
36;43;21;2.836.319.404;848.593.608;7.140.437.859;5.293.031.105;cowpeas
11;46;24;2.765.280.218;8.980.650.642;6.459.252.023;5.652.558.045;cowpeas
34;47;19;2.731.372.793;8.544.815.232;6.568.795.404;5.315.223.123;cowpeas
21;44;18;2.706.909.959;8.689.934.108;712.851.089;5.046.746.116;cowpeas
17;58;20;2.806.642.822;8.591.625.451;642.937.879;3.923.831.035;cowpeas
118;21;34;2.438.534.644;6.472.543.073;7.234.258.375;1.196.324.109;coffee
103;27;31;2.715.998.538;5.159.100.753;6.691.541.233;1.261.752.206;coffee
82;24;33;2.653.543.168;6.709.608.099;6.809.593.554;1.206.494.434;coffee
86;31;35;2.701.207.284;6.076.645.256;6.485.761.419;1.914.508.931;coffee
88;35;35;2.755.906.475;5.845.742.907;6.784.460.602;1.179.389.993;coffee
84;27;29;2.332.293.161;5.300.366.334;7.167.092.586;1.682.644.287;coffee
120;40;33;2.423.850.608;5.430.329.632;673.410.539;1.151.564.012;coffee
106;40;30;2.342.611.644;6.410.651.528;6.779.984.384;1.226.847.408;coffee
113;21;33;2.602.241.444;5.583.288.958;7.277.422.738;1.769.020.924;coffee
117;34;25;2.483.846.178;567.685.316;721.270.048;1.244.135.035;coffee
37;72;18;1.887.614.998;2.454.038.287;5.724.242.065;1.054.120.514;beans
40;73;20;2.159.343.016;2.031.871.249;5.811.314.232;6.113.872.036;beans
9;77;17;2.012.373.284;2.445.202.552;5.783.425.416;106.158.201;beans
1;62;23;1.543.546.065;1.837.477.907;5.607.808.432;1.390.302.034;beans
33;59;22;2.264.236.876;2.159.396.123;5.946.999.529;1.223.886.015;beans
23;59;19;2.198.560.799;2.487.304.788;5.852.046.999;1.295.650.601;beans
6;62;22;2.053.052.663;1.809.224.048;5.824.090.984;1.204.509.288;beans
25;63;20;1.578.601.387;2.114.544.088;5.502.999.119;9.517.028.129;beans
7;79;23;196.365.349;1.968.751.084;5.821.649.914;9.665.888.933;beans
8;72;17;2.057.341.244;197.520.218;5.711.439.256;8.787.869.161;beans
27;64;15;2.016.080.524;2.484.207.559;5.514.927.264;1.382.362.122;beans
28;66;23;2.153.989.176;2.425.386.207;599.616.119;1.206.913.038;beans
32;57;18;1.553.834.801;2.375.560.241;5.695.422.863;1.073.850.593;beans
27;56;22;1.991.853.092;2.070.099.804;5.833.010.958;1.086.434.544;beans
17;77;24;2.076.952.209;1.893.146.941;5.568.456.899;1.090.193.712;beans
0;65;15;2.346.168.338;2.322.197.648;5.645.435.626;9.584.253.438;beans
13;72;21;2.432.116.642;210.278.674;5.821.194.486;6.027.552.528;beans
34;60;23;2.012.574.053;2.496.969.858;5.659.254.981;1.000.497.183;beans
9;80;19;2.180.619.564;1.857.086.554;5.945.465.949;1.250.972.687;beans
11;72;20;1.952.226.241;2.492.607.153;5.951.177.452;113.334.026;beans
3;67;24;1.700.067.625;1.990.790.546;5.520.880.014;1.032.926.407;beans
35;69;23;1.678.791.503;2.496.881.755;5.578.410.206;7.545.328.039;beans
3;77;25;2.484.906.168;2.289.464.642;5.608.165.195;6.221.292.186;beans
23;62;19;1.651.783.455;204.555.596;5.609.435.128;9.877.794.225;beans
22;71;17;1.815.300.153;1.938.602.098;5.509.295.379;1.076.907.964;beans
7;16;9;1.887.957.654;9.204.304.496;7.813.916.603;1.146.659.511;orange
20;7;9;2.947.741.671;9.157.802.915;7.129.136.941;1.111.727.497;orange
26;27;10;2.806.903.173;9.291.487.288;6.079.998.496;1.141.339.416;orange
5;23;15;2.566.901.098;9.204.670.813;7.408.939.392;1.125.424.199;orange
0;18;14;2.977.149.434;9.200.719.952;7.207.991.261;1.144.161.786;orange
39;24;14;3.055.472.573;9.090.343.769;7.189.259.647;1.060.711.985;orange
13;23;6;2.396.147.583;9.026.408.017;7.365.338.111;1.026.958.703;orange
21;17;15;2.398.289.638;915.473.145;7.455.991.072;1.184.901.697;orange
33;12;8;2.526.052.689;9.031.153.735;6.822.282.114;1.173.695.296;orange
6;9;12;3.108.368.929;9.014.362.642;7.028.746.406;1.096.894.658;orange
19;7;10;1.478.003.032;9.122.062.116;6.118.430.299;1.001.961.762;orange
24;18;6;2.656.608.303;9.445.239.715;6.285.312.759;1.163.796.525;orange
9;11;8;2.485.903.405;9.439.000.473;6.559.236.744;1.117.803.734;orange
31;8;7;3.451.465.139;9.363.812.684;7.163.245.982;1.035.684.926;orange
22;17;5;2.412.188.673;9.072.351.622;6.945.562.889;102.835.632;orange
13;5;8;2.385.340.379;9.010.522.549;7.474.710.503;103.923.226;orange
16;8;9;2.460.297.538;9.128.408.653;7.601.189.843;1.112.948.115;orange
4;13;6;1.563.211.033;9.425.966.183;7.561.143.224;1.014.705.704;orange
0;25;14;1.933.516.809;9.197.978.938;6.361.671.475;116.450.422;orange
8;7;10;282.620.488;9.198.317.355;6.929.216.014;1.052.132.259;orange
4;23;5;2.267.594.476;9.336.348.717;7.477.935.216;1.103.332.655;orange
33;14;8;2.103.200.078;929.641.969;7.684.420.446;1.106.823.944;orange
26;54;17;285.474.135;889.570.454;627.258.822;494.897.245;cowpeas
21;51;15;2.936.488.409;891.886.954;6.679.127.482;4.830.159.325;cowpeas
22;54;20;2.856.149.805;8.363.802.195;6.689.825.155;41.013.132;cowpeas
29;45;16;2.843.683.487;8.791.332.682;6.583.381.939;4.312.063.289;cowpeas
4;40;21;2.879.728.147;8.045.744.422;6.725.551.062;4.430.070.517;cowpeas
10;37;22;287.275.267;8.912.760.359;7.069.747.814;5.852.974.279;cowpeas
4;44;19;2.795.639.663;8.352.706.038;6.921.993.878;4.325.726.752;cowpeas
20;45;17;2.817.458.662;8.369.659.318;6.770.955.317;372.464.655;cowpeas
23;45;23;2.877.653.519;8.669.133.979;6.983.130.466;5.612.443.206;cowpeas
25;48;21;28.438.097;8.348.991.368;6.267.684.328;5.255.469.976;cowpeas
91;94;46;2.936.792.366;7.624.900.101;6.149.934.034;9.282.840.911;banana
105;95;50;2.733.368.994;8.367.675.197;5.849.076.099;1.010.494.791;banana
108;92;53;2.740.053.601;8.296.221.306;6.276.800.323;1.049.378;banana
86;76;54;293.159.075;8.011.585.705;5.926.824.754;9.010.978.128;banana
80;77;49;2.605.433.004;7.939.654.531;5.519.088.423;1.132.297.373;banana
93;94;53;2.586.632.408;8.442.379.269;6.079.178.788;1.145.357.503;banana
90;92;55;2.700.932.084;8.018.546.798;613.465.588;9.732.531.705;banana
108;89;53;2.955.054.817;7.806.762.846;5.808.497.604;9.934.482.238;banana
108;88;55;2.628.845.991;83.390.039;5.891.458.107;1.138.729.798;banana
105;77;52;2.916.226.551;7.616.151.562;5.816.622.479;1.000.075.679;banana
118;88;52;2.865.003.945;8.268.752.542;5.843.163.161;9.875.084.366;banana
101;87;54;2.907.311.132;7.650.045.221;6.376.756.633;1.001.692.639;banana
95;75;50;2.808.166.093;7.526.429.821;5.623.615.687;1.182.761.894;banana
106;85;53;271.994.597;788.086.068;591.505.509;9.972.430.835;banana
86;95;49;2.805.484.146;7.804.602.887;6.458.714.879;1.083.957.179;banana
83;79;55;2.514.748.006;8.334.688.193;5.565.028.635;9.866.679.427;banana
85;95;47;2.594.019.018;783.422.098;6.211.833.161;11.984.797;banana
109;79;45;2.766.752.761;7.968.542.782;6.490.074.429;10.866.464;banana
100;76;45;2.556.703.012;7.594.067.692;5.590.236.025;1.027.867.717;banana
117;86;48;286.956.201;8.254.195.839;6.225.225.239;1.161.616.839;banana
114;94;53;2.633.544.853;768.532.006;6.190.757.459;1.186.858.263;banana
110;78;50;2.593.730.186;7.889.864.446;5.915.568.968;9.821.747.528;banana
94;70;48;2.513.686.519;8.488.394.407;6.195.152.442;9.146.442.491;banana
